trip_id,origin,destination,route,distance_km,popularity_tier,bus_type,capacity,base_price_inr,departure_date,departure_weekday,booking_open_date,booking_window_days,is_holiday_period,weekday_multiplier,price_ratio,final_seats_booked,final_occupancy_pct
2191,Delhi,Jaipur,Delhi -> Jaipur,280,1,Non-AC Sleeper,35,390.0,2026-04-14,Tuesday,2026-03-18,27,True,0.8,0.961,27,77.14
2192,Delhi,Jaipur,Delhi -> Jaipur,280,1,AC Sleeper,31,730.0,2025-10-24,Friday,2025-10-05,19,False,1.15,1.134,22,70.97
2193,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,Volvo AC Semi-Sleeper,41,810.0,2025-12-12,Friday,2025-11-27,15,False,1.15,0.988,20,48.78
2194,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,AC Seater,41,520.0,2025-10-08,Wednesday,2025-08-26,43,False,0.82,1.112,20,48.78
2195,Chennai,Madurai,Chennai -> Madurai,460,2,Volvo AC Semi-Sleeper,39,980.0,2026-06-28,Sunday,2026-05-27,32,False,1.1,1.039,30,76.92
2196,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Non-AC Sleeper,35,650.0,2026-03-20,Friday,2026-02-08,40,False,1.15,0.897,33,94.29
2197,Delhi,Dehradun,Delhi -> Dehradun,250,2,Non-AC Sleeper,32,350.0,2026-03-13,Friday,2026-02-14,27,False,1.15,0.966,25,78.12
2198,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Seater,48,580.0,2026-01-17,Saturday,2025-12-21,27,False,1.25,0.986,30,62.5
2199,Kolkata,Digha,Kolkata -> Digha,185,3,AC Seater,42,320.0,2025-10-22,Wednesday,2025-09-29,23,True,0.82,1.017,19,45.24
2200,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Sleeper,33,1180.0,2025-10-19,Sunday,2025-09-17,32,True,1.1,0.9,33,100.0
2201,Kolkata,Digha,Kolkata -> Digha,185,3,Non-AC Seater,48,200.0,2026-01-23,Friday,2025-12-11,43,False,1.15,1.03,26,54.17
2202,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Non-AC Seater,51,260.0,2025-10-04,Saturday,2025-09-15,19,True,1.25,0.99,49,96.08
2203,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Non-AC Sleeper,34,370.0,2025-12-03,Wednesday,2025-11-19,14,False,0.82,1.021,15,44.12
2204,Bangalore,Mysore,Bangalore -> Mysore,145,1,AC Seater,44,240.0,2025-10-27,Monday,2025-10-06,21,False,0.85,0.974,30,68.18
2205,Pune,Kolhapur,Pune -> Kolhapur,230,2,AC Seater,44,390.0,2025-08-16,Saturday,2025-07-26,21,True,1.25,0.997,36,81.82
2206,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,AC Sleeper,33,1190.0,2025-12-20,Saturday,2025-11-30,20,False,1.25,0.986,20,60.61
2207,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Volvo AC Semi-Sleeper,39,1140.0,2025-08-19,Tuesday,2025-07-11,39,False,0.8,0.976,23,58.97
2208,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,Volvo AC Semi-Sleeper,39,490.0,2025-12-03,Wednesday,2025-11-11,22,False,0.82,0.902,20,51.28
2209,Kolkata,Digha,Kolkata -> Digha,185,3,AC Sleeper,30,440.0,2025-09-20,Saturday,2025-08-10,41,False,1.25,1.034,18,60.0
2210,Bangalore,Mysore,Bangalore -> Mysore,145,1,Non-AC Seater,51,140.0,2025-08-24,Sunday,2025-07-15,40,False,1.1,0.92,48,94.12
2211,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,AC Seater,43,460.0,2026-04-03,Friday,2026-03-12,22,False,1.15,0.984,23,53.49
2212,Mumbai,Goa,Mumbai -> Goa,590,2,Non-AC Seater,51,620.0,2026-04-18,Saturday,2026-03-21,28,False,1.25,1.001,38,74.51
2213,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Volvo AC Semi-Sleeper,41,1250.0,2026-05-31,Sunday,2026-04-25,36,False,1.1,1.07,34,82.93
2214,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Non-AC Seater,52,620.0,2025-08-02,Saturday,2025-07-10,23,False,1.25,1.036,43,82.69
2215,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Volvo AC Semi-Sleeper,40,1100.0,2026-05-13,Wednesday,2026-04-23,20,False,0.82,0.941,18,45.0
2216,Surat,Mumbai,Surat -> Mumbai,285,2,Non-AC Sleeper,35,410.0,2025-08-16,Saturday,2025-07-04,43,True,1.25,0.992,32,91.43
2217,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Non-AC Seater,52,570.0,2025-08-10,Sunday,2025-07-13,28,False,1.1,0.952,35,67.31
2218,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Volvo AC Semi-Sleeper,39,1290.0,2026-04-07,Tuesday,2026-03-16,22,False,0.8,1.104,20,51.28
2219,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,AC Seater,42,380.0,2026-02-28,Saturday,2026-01-19,40,False,1.25,0.894,38,90.48
2220,Delhi,Dehradun,Delhi -> Dehradun,250,2,Non-AC Seater,51,300.0,2026-06-10,Wednesday,2026-05-05,36,False,0.82,1.143,28,54.9
2221,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Non-AC Seater,50,460.0,2025-08-31,Sunday,2025-07-27,35,False,1.1,0.876,37,74.0
2222,Kolkata,Digha,Kolkata -> Digha,185,3,AC Seater,44,310.0,2025-12-28,Sunday,2025-12-08,20,False,1.1,0.986,26,59.09
2223,Bangalore,Mysore,Bangalore -> Mysore,145,1,Volvo AC Semi-Sleeper,41,310.0,2025-10-07,Tuesday,2025-09-21,16,False,0.8,1.043,19,46.34
2224,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,AC Seater,41,680.0,2026-06-02,Tuesday,2026-05-12,21,False,0.8,1.0,16,39.02
2225,Bangalore,Chennai,Bangalore -> Chennai,350,1,AC Seater,45,620.0,2026-06-18,Thursday,2026-05-06,43,False,0.95,1.042,44,97.78
2226,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,AC Sleeper,31,570.0,2025-11-29,Saturday,2025-10-24,36,False,1.25,0.935,29,93.55
2227,Mumbai,Pune,Mumbai -> Pune,150,1,Non-AC Sleeper,35,210.0,2025-09-28,Sunday,2025-08-18,41,False,1.1,0.966,35,100.0
2228,Delhi,Jaipur,Delhi -> Jaipur,280,1,Non-AC Seater,54,270.0,2026-05-23,Saturday,2026-04-11,42,False,1.25,0.918,51,94.44
2229,Mumbai,Nashik,Mumbai -> Nashik,170,2,AC Seater,40,270.0,2025-10-30,Thursday,2025-09-26,34,True,0.95,0.934,38,95.0
2230,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Volvo AC Semi-Sleeper,39,1070.0,2025-09-05,Friday,2025-08-15,21,False,1.15,0.994,28,71.79
2231,Delhi,Dehradun,Delhi -> Dehradun,250,2,AC Sleeper,31,550.0,2026-04-18,Saturday,2026-03-26,23,False,1.25,0.957,26,83.87
2232,Kolkata,Digha,Kolkata -> Digha,185,3,Volvo AC Semi-Sleeper,38,350.0,2026-05-14,Thursday,2026-04-12,32,False,0.95,0.923,18,47.37
2233,Delhi,Agra,Delhi -> Agra,230,2,AC Sleeper,32,540.0,2025-10-23,Thursday,2025-09-22,31,True,0.95,1.021,30,93.75
2234,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Non-AC Seater,52,630.0,2025-11-30,Sunday,2025-10-16,45,False,1.1,1.053,41,78.85
2235,Delhi,Agra,Delhi -> Agra,230,2,Non-AC Sleeper,34,340.0,2026-03-04,Wednesday,2026-01-20,43,True,0.82,1.019,33,97.06
2236,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Non-AC Sleeper,31,910.0,2026-02-19,Thursday,2026-01-30,20,False,0.95,1.101,14,45.16
2237,Kolkata,Digha,Kolkata -> Digha,185,3,AC Sleeper,31,460.0,2025-09-18,Thursday,2025-08-17,32,False,0.95,1.081,10,32.26
2238,Pune,Nashik,Pune -> Nashik,210,3,Non-AC Seater,56,230.0,2025-11-29,Saturday,2025-11-13,16,False,1.25,1.043,35,62.5
2239,Bangalore,Mysore,Bangalore -> Mysore,145,1,AC Sleeper,30,320.0,2026-02-18,Wednesday,2026-01-27,22,False,0.82,0.96,20,66.67
2240,Bangalore,Chennai,Bangalore -> Chennai,350,1,AC Seater,44,630.0,2025-11-12,Wednesday,2025-10-19,24,False,0.82,1.059,25,56.82
2241,Kolkata,Digha,Kolkata -> Digha,185,3,Volvo AC Semi-Sleeper,40,340.0,2025-10-29,Wednesday,2025-10-01,28,False,0.82,0.897,18,45.0
2242,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Sleeper,28,1230.0,2025-09-09,Tuesday,2025-08-10,30,False,0.8,0.938,15,53.57
2243,Surat,Mumbai,Surat -> Mumbai,285,2,AC Seater,42,510.0,2025-10-11,Saturday,2025-09-19,22,False,1.25,1.053,28,66.67
2244,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,AC Sleeper,33,650.0,2026-05-31,Sunday,2026-05-02,29,False,1.1,1.028,22,66.67
2245,Mumbai,Nashik,Mumbai -> Nashik,170,2,AC Seater,44,270.0,2026-04-21,Tuesday,2026-03-29,23,False,0.8,0.934,27,61.36
2246,Bangalore,Chennai,Bangalore -> Chennai,350,1,AC Sleeper,33,860.0,2026-04-08,Wednesday,2026-03-06,33,False,0.82,1.068,22,66.67
2247,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,Non-AC Seater,54,280.0,2025-09-12,Friday,2025-08-27,16,False,1.15,1.006,43,79.63
2248,Delhi,Dehradun,Delhi -> Dehradun,250,2,AC Sleeper,31,500.0,2026-05-30,Saturday,2026-05-11,19,False,1.25,0.87,26,83.87
2249,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,Non-AC Sleeper,34,350.0,2026-03-20,Friday,2026-02-03,45,False,1.15,0.911,34,100.0
2250,Mumbai,Nashik,Mumbai -> Nashik,170,2,Volvo AC Semi-Sleeper,39,310.0,2026-01-01,Thursday,2025-12-01,31,True,0.95,0.89,29,74.36
2251,Kolkata,Digha,Kolkata -> Digha,185,3,Non-AC Seater,48,210.0,2026-03-04,Wednesday,2026-02-17,15,True,0.82,1.081,16,33.33
2252,Kochi,Bangalore,Kochi -> Bangalore,550,3,Non-AC Sleeper,36,760.0,2025-12-30,Tuesday,2025-12-16,14,True,0.8,0.953,16,44.44
2253,Mumbai,Goa,Mumbai -> Goa,590,2,AC Seater,44,900.0,2026-03-24,Tuesday,2026-02-18,34,False,0.8,0.897,21,47.73
2254,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,AC Sleeper,30,780.0,2025-10-28,Tuesday,2025-09-22,36,False,0.8,0.929,16,53.33
2255,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,AC Sleeper,28,1270.0,2026-01-26,Monday,2025-12-30,27,True,0.85,1.104,21,75.0
2256,Mumbai,Goa,Mumbai -> Goa,590,2,AC Sleeper,29,1320.0,2026-04-19,Sunday,2026-03-16,34,False,1.1,0.973,28,96.55
2257,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Non-AC Sleeper,31,790.0,2025-08-25,Monday,2025-07-15,41,True,0.85,1.09,23,74.19
2258,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Seater,42,1000.0,2026-04-23,Thursday,2026-03-10,44,False,0.95,1.032,29,69.05
2259,Bangalore,Goa,Bangalore -> Goa,560,3,AC Sleeper,31,1180.0,2026-06-14,Sunday,2026-05-19,26,False,1.1,0.916,16,51.61
2260,Delhi,Jaipur,Delhi -> Jaipur,280,1,Volvo AC Semi-Sleeper,42,580.0,2025-09-22,Monday,2025-08-28,25,False,0.85,1.01,26,61.9
2261,Kolkata,Digha,Kolkata -> Digha,185,3,Volvo AC Semi-Sleeper,38,370.0,2025-09-16,Tuesday,2025-08-20,27,False,0.8,0.976,13,34.21
2262,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,Volvo AC Semi-Sleeper,42,610.0,2026-03-28,Saturday,2026-02-14,42,False,1.25,1.123,37,88.1
2263,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Non-AC Seater,55,280.0,2026-06-06,Saturday,2026-05-05,32,False,1.25,0.97,42,76.36
2264,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,AC Sleeper,30,620.0,2026-06-10,Wednesday,2026-05-09,32,False,0.82,1.078,15,50.0
2265,Mumbai,Nashik,Mumbai -> Nashik,170,2,Volvo AC Semi-Sleeper,38,320.0,2025-10-04,Saturday,2025-08-28,37,True,1.25,0.918,38,100.0
2266,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,AC Seater,40,890.0,2026-04-22,Wednesday,2026-03-30,23,False,0.82,1.047,19,47.5
2267,Mumbai,Nashik,Mumbai -> Nashik,170,2,Non-AC Sleeper,35,230.0,2025-08-24,Sunday,2025-08-02,22,False,1.1,0.933,29,82.86
2268,Delhi,Jaipur,Delhi -> Jaipur,280,1,Non-AC Seater,50,270.0,2026-04-15,Wednesday,2026-03-25,21,True,0.82,0.918,47,94.0
2269,Mumbai,Nashik,Mumbai -> Nashik,170,2,AC Seater,40,270.0,2026-02-24,Tuesday,2026-01-18,37,False,0.8,0.934,25,62.5
2270,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Seater,54,590.0,2026-01-16,Friday,2025-12-14,33,True,1.15,1.003,40,74.07
2271,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,AC Seater,44,420.0,2026-06-07,Sunday,2026-04-26,42,False,1.1,0.988,30,68.18
2272,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Non-AC Sleeper,36,850.0,2026-03-20,Friday,2026-02-15,33,False,1.15,1.028,30,83.33
2273,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Volvo AC Semi-Sleeper,38,1260.0,2025-08-20,Wednesday,2025-07-11,40,False,0.82,1.078,23,60.53
2274,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,AC Seater,42,400.0,2025-12-18,Thursday,2025-12-01,17,False,0.95,0.941,21,50.0
2275,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Volvo AC Semi-Sleeper,41,1100.0,2025-09-17,Wednesday,2025-08-25,23,False,0.82,0.941,26,63.41
2276,Delhi,Agra,Delhi -> Agra,230,2,Volvo AC Semi-Sleeper,41,430.0,2025-09-17,Wednesday,2025-08-08,40,False,0.82,0.912,28,68.29
2277,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Non-AC Sleeper,34,330.0,2026-05-10,Sunday,2026-04-14,26,False,1.1,0.91,24,70.59
2278,Mumbai,Nashik,Mumbai -> Nashik,170,2,AC Seater,43,270.0,2026-01-11,Sunday,2025-12-12,30,False,1.1,0.934,23,53.49
2279,Delhi,Agra,Delhi -> Agra,230,2,Non-AC Seater,50,270.0,2026-04-17,Friday,2026-03-08,40,False,1.15,1.118,33,66.0
2280,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Non-AC Sleeper,36,820.0,2025-12-09,Tuesday,2025-11-11,28,False,0.8,1.077,16,44.44
2281,Delhi,Agra,Delhi -> Agra,230,2,AC Seater,40,430.0,2026-05-26,Tuesday,2026-04-30,26,False,0.8,1.1,22,55.0
2282,Kochi,Bangalore,Kochi -> Bangalore,550,3,AC Sleeper,33,1170.0,2026-04-29,Wednesday,2026-03-16,44,False,0.82,0.925,14,42.42
2283,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Volvo AC Semi-Sleeper,42,560.0,2026-03-10,Tuesday,2026-02-19,19,False,0.8,1.093,16,38.1
2284,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Volvo AC Semi-Sleeper,42,1050.0,2025-11-20,Thursday,2025-10-10,41,False,0.95,0.899,27,64.29
2285,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Non-AC Seater,49,260.0,2025-11-21,Friday,2025-10-23,29,False,1.15,0.9,43,87.76
2286,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Non-AC Seater,50,590.0,2026-06-28,Sunday,2026-05-28,31,False,1.1,1.124,28,56.0
2287,Mumbai,Pune,Mumbai -> Pune,150,1,Volvo AC Semi-Sleeper,42,270.0,2025-11-01,Saturday,2025-09-23,39,True,1.25,0.878,37,88.1
2288,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,Non-AC Seater,54,430.0,2025-10-12,Sunday,2025-09-02,40,False,1.1,1.024,31,57.41
2289,Bangalore,Mysore,Bangalore -> Mysore,145,1,Volvo AC Semi-Sleeper,38,330.0,2026-02-12,Thursday,2026-01-12,31,False,0.95,1.11,38,100.0
2290,Delhi,Agra,Delhi -> Agra,230,2,Non-AC Seater,54,230.0,2025-10-14,Tuesday,2025-09-30,14,False,0.8,0.952,23,42.59
2291,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Seater,43,1020.0,2026-04-12,Sunday,2026-03-20,23,True,1.1,1.053,36,83.72
2292,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Non-AC Sleeper,34,500.0,2026-02-10,Tuesday,2026-01-19,22,False,0.8,0.945,17,50.0
2293,Bangalore,Chennai,Bangalore -> Chennai,350,1,Volvo AC Semi-Sleeper,38,670.0,2025-12-16,Tuesday,2025-11-07,39,False,0.8,0.934,27,71.05
2294,Chennai,Madurai,Chennai -> Madurai,460,2,AC Sleeper,30,1120.0,2025-11-19,Wednesday,2025-10-06,44,False,0.82,1.059,19,63.33
2295,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,Non-AC Sleeper,30,370.0,2026-02-13,Friday,2026-01-26,18,False,1.15,0.963,27,90.0
2296,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Volvo AC Semi-Sleeper,39,1030.0,2026-03-23,Monday,2026-02-10,41,False,0.85,0.881,22,56.41
2297,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,Non-AC Sleeper,30,530.0,2026-01-11,Sunday,2025-12-22,20,False,1.1,0.914,20,66.67
2298,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Non-AC Sleeper,31,750.0,2026-02-15,Sunday,2026-01-06,40,False,1.1,0.985,26,83.87
2299,Surat,Mumbai,Surat -> Mumbai,285,2,Non-AC Sleeper,32,390.0,2026-06-07,Sunday,2026-05-03,35,False,1.1,0.944,27,84.38
2300,Delhi,Agra,Delhi -> Agra,230,2,AC Seater,45,400.0,2026-01-12,Monday,2025-12-07,36,True,0.85,1.023,29,64.44
2301,Surat,Mumbai,Surat -> Mumbai,285,2,AC Seater,42,530.0,2026-04-08,Wednesday,2026-03-01,38,False,0.82,1.094,19,45.24
2302,Delhi,Agra,Delhi -> Agra,230,2,AC Sleeper,34,540.0,2025-08-12,Tuesday,2025-07-11,32,False,0.8,1.021,22,64.71
2303,Bangalore,Goa,Bangalore -> Goa,560,3,AC Seater,45,1040.0,2026-03-25,Wednesday,2026-03-08,17,False,0.82,1.092,14,31.11
2304,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Non-AC Seater,50,270.0,2026-02-26,Thursday,2026-01-19,38,False,0.95,1.029,32,64.0
2305,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Volvo AC Semi-Sleeper,39,930.0,2025-09-22,Monday,2025-08-25,28,False,0.85,0.907,23,58.97
2306,Bangalore,Mysore,Bangalore -> Mysore,145,1,Volvo AC Semi-Sleeper,38,330.0,2025-08-10,Sunday,2025-07-14,27,False,1.1,1.11,25,65.79
2307,Pune,Nashik,Pune -> Nashik,210,3,Non-AC Sleeper,36,300.0,2025-10-15,Wednesday,2025-09-06,39,False,0.82,0.985,15,41.67
2308,Kochi,Bangalore,Kochi -> Bangalore,550,3,Non-AC Seater,52,500.0,2026-04-26,Sunday,2026-04-05,21,False,1.1,0.866,24,46.15
2309,Chennai,Madurai,Chennai -> Madurai,460,2,Volvo AC Semi-Sleeper,41,880.0,2026-06-26,Friday,2026-05-21,36,False,1.15,0.933,35,85.37
2310,Delhi,Jaipur,Delhi -> Jaipur,280,1,AC Seater,40,480.0,2026-04-15,Wednesday,2026-03-28,18,True,0.82,1.008,30,75.0
2311,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Volvo AC Semi-Sleeper,42,520.0,2026-06-09,Tuesday,2026-05-08,32,False,0.8,0.922,19,45.24
2312,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,AC Seater,40,820.0,2026-04-04,Saturday,2026-03-19,16,False,1.25,0.965,32,80.0
2313,Mumbai,Goa,Mumbai -> Goa,590,2,AC Seater,45,900.0,2026-06-26,Friday,2026-06-12,14,False,1.15,0.897,31,68.89
2314,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,Non-AC Sleeper,30,390.0,2025-11-25,Tuesday,2025-10-28,28,False,0.8,1.015,18,60.0
2315,Pune,Kolhapur,Pune -> Kolhapur,230,2,Volvo AC Semi-Sleeper,41,430.0,2025-10-06,Monday,2025-09-08,28,False,0.85,0.912,21,51.22
2316,Delhi,Dehradun,Delhi -> Dehradun,250,2,Non-AC Seater,54,280.0,2026-01-14,Wednesday,2025-12-31,14,True,0.82,1.067,24,44.44
2317,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,AC Seater,45,700.0,2026-05-07,Thursday,2026-04-12,25,False,0.95,1.029,18,40.0
2318,Delhi,Jaipur,Delhi -> Jaipur,280,1,Non-AC Sleeper,32,390.0,2026-05-30,Saturday,2026-04-16,44,False,1.25,0.961,31,96.88
2319,Pune,Nashik,Pune -> Nashik,210,3,AC Sleeper,34,540.0,2025-09-12,Friday,2025-08-22,21,False,1.15,1.118,12,35.29
2320,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Sleeper,30,1280.0,2025-11-20,Thursday,2025-10-14,37,False,0.95,0.976,18,60.0
2321,Bangalore,Goa,Bangalore -> Goa,560,3,AC Seater,45,1000.0,2026-02-09,Monday,2025-12-29,42,False,0.85,1.05,15,33.33
2322,Pune,Nashik,Pune -> Nashik,210,3,Volvo AC Semi-Sleeper,42,420.0,2025-12-16,Tuesday,2025-11-19,27,False,0.8,0.976,13,30.95
2323,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,AC Sleeper,29,910.0,2026-02-19,Thursday,2026-01-07,43,False,0.95,0.989,11,37.93
2324,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Volvo AC Semi-Sleeper,42,550.0,2025-10-02,Thursday,2025-08-23,40,True,0.95,1.073,32,76.19
2325,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,AC Seater,40,900.0,2025-12-18,Thursday,2025-12-02,16,False,0.95,1.008,29,72.5
2326,Mumbai,Nashik,Mumbai -> Nashik,170,2,Non-AC Sleeper,35,240.0,2025-09-24,Wednesday,2025-09-01,23,False,0.82,0.974,16,45.71
2327,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Seater,42,930.0,2025-11-03,Monday,2025-09-26,38,True,0.85,0.96,40,95.24
2328,Delhi,Jaipur,Delhi -> Jaipur,280,1,AC Sleeper,32,600.0,2026-06-24,Wednesday,2026-06-04,20,False,0.82,0.932,16,50.0
2329,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Volvo AC Semi-Sleeper,42,510.0,2025-08-31,Sunday,2025-08-10,21,False,1.1,0.995,36,85.71
2330,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,AC Sleeper,32,700.0,2025-10-15,Wednesday,2025-09-12,33,False,0.82,1.107,15,46.88
2331,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Volvo AC Semi-Sleeper,39,1090.0,2026-05-18,Monday,2026-04-10,38,False,0.85,0.933,25,64.1
2332,Bangalore,Chennai,Bangalore -> Chennai,350,1,AC Seater,42,580.0,2026-02-06,Friday,2026-01-06,31,False,1.15,0.975,36,85.71
2333,Pune,Nashik,Pune -> Nashik,210,3,AC Seater,41,350.0,2025-10-14,Tuesday,2025-09-18,26,False,0.8,0.98,15,36.59
2334,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,AC Sleeper,32,650.0,2026-05-27,Wednesday,2026-05-07,20,False,0.82,1.13,14,43.75
2335,Pune,Nashik,Pune -> Nashik,210,3,AC Seater,45,370.0,2026-06-18,Thursday,2026-05-28,21,False,0.95,1.036,21,46.67
2336,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Non-AC Seater,52,530.0,2026-06-19,Friday,2026-05-08,42,False,1.15,0.886,47,90.38
2337,Delhi,Agra,Delhi -> Agra,230,2,AC Sleeper,29,530.0,2026-02-07,Saturday,2026-01-15,23,False,1.25,1.002,19,65.52
2338,Bangalore,Goa,Bangalore -> Goa,560,3,Volvo AC Semi-Sleeper,39,1220.0,2026-05-24,Sunday,2026-04-24,30,False,1.1,1.063,21,53.85
2339,Pune,Kolhapur,Pune -> Kolhapur,230,2,Non-AC Seater,52,270.0,2025-12-11,Thursday,2025-10-27,45,False,0.95,1.118,31,59.62
2340,Bangalore,Goa,Bangalore -> Goa,560,3,AC Sleeper,30,1330.0,2025-12-17,Wednesday,2025-11-08,39,False,0.82,1.033,13,43.33
2341,Pune,Nashik,Pune -> Nashik,210,3,AC Sleeper,34,430.0,2026-05-11,Monday,2026-04-07,34,False,0.85,0.89,15,44.12
2342,Kolkata,Digha,Kolkata -> Digha,185,3,Volvo AC Semi-Sleeper,42,380.0,2026-03-30,Monday,2026-02-25,33,False,0.85,1.002,15,35.71
2343,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,AC Seater,42,630.0,2025-12-28,Sunday,2025-12-04,24,False,1.1,0.926,22,52.38
2344,Mumbai,Pune,Mumbai -> Pune,150,1,Non-AC Seater,56,150.0,2026-03-22,Sunday,2026-02-18,32,False,1.1,0.952,46,82.14
2345,Surat,Mumbai,Surat -> Mumbai,285,2,AC Seater,45,470.0,2025-12-02,Tuesday,2025-10-28,35,False,0.8,0.97,33,73.33
2346,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Volvo AC Semi-Sleeper,41,830.0,2026-03-25,Wednesday,2026-02-26,27,False,0.82,1.109,18,43.9
2347,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Volvo AC Semi-Sleeper,41,530.0,2026-03-11,Wednesday,2026-02-18,21,False,0.82,1.034,20,48.78
2348,Pune,Kolhapur,Pune -> Kolhapur,230,2,Non-AC Seater,48,270.0,2025-09-24,Wednesday,2025-08-23,32,False,0.82,1.118,25,52.08
2349,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Non-AC Sleeper,35,350.0,2026-04-28,Tuesday,2026-03-15,44,False,0.8,0.966,18,51.43
2350,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,AC Seater,41,750.0,2025-10-07,Tuesday,2025-09-15,22,False,0.8,1.103,16,39.02
2351,Bangalore,Mysore,Bangalore -> Mysore,145,1,Non-AC Seater,55,140.0,2026-03-21,Saturday,2026-03-07,14,False,1.25,0.92,46,83.64
2352,Kolkata,Digha,Kolkata -> Digha,185,3,Non-AC Sleeper,34,250.0,2026-01-28,Wednesday,2026-01-08,20,True,0.82,0.932,14,41.18
2353,Delhi,Jaipur,Delhi -> Jaipur,280,1,Volvo AC Semi-Sleeper,39,630.0,2026-02-19,Thursday,2026-02-05,14,False,0.95,1.098,20,51.28
2354,Mumbai,Goa,Mumbai -> Goa,590,2,Volvo AC Semi-Sleeper,42,1220.0,2026-02-07,Saturday,2026-01-03,35,False,1.25,1.009,41,97.62
2355,Delhi,Dehradun,Delhi -> Dehradun,250,2,AC Seater,45,470.0,2025-08-20,Wednesday,2025-08-01,19,False,0.82,1.106,21,46.67
